uai - identifiant;exercice;Acquisitions d'immobilisations;Besoin en fonds de roulement;CAF / Acquisitions d'immobilisations;CAF / Produits encaissables;Capacité d'autofinancement CAF;Charges décaissables;Charges décaissables / Produits.encaissables;Charges externes;Charges externes / Produits.encaissables;Dépenses de personnel;Dépenses de personnel / Produits encaissables;Excédent Brut d'Exploitation (EBE);Fonds de roulement en jours de charges décaissables;Fonds de roulement net global;Produits encaissables;Ressources propres / Produits encaissables;Ressources propres encaissables;Résultat net comptable;Solde budgétaire;Trésorerie;Trésorerie en jours de charges décaissables;source;rce;vague;typologie;code du groupe;groupe;uai actuel;etablissement;code de la commune;commune;code de l'academie;academie;code de la region;region
0912266U;2015;387209.58;-402589.3;101.885668737845;6.24809960949285;394511.07;5919585.74;93.7518973813674;1452513.63;23.00429774;4163256.94;65.9359040572231;622495.69;84.0;1379749.0;6314097.0;19.6663275841344;1241573.57;317889.87;;1782338.3;108.0;TDBM;2015;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0912266U;École nationale supérieure d'informatique pour l'industrie et l'entreprise;91228;Évry;A25;Versailles;R11;Île-de-France
0922605G;2015;113420.0;-568180.0;117.944806912361;6.29345856299527;133773.0;1991816.0;93.7065884828104;;;223910.0;10.5340263494148;;93.0;517228.0;2125588.0;60.5699222991473;;21303.0;;1085408.0;196.0;TDBM;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0922605G;Institut national supérieur de formation et de recherche pour l'éducation des jeunes handicapés et les enseignements adaptés;92073;Suresnes;A25;Versailles;R11;Île-de-France
0940607Z;2015;1908632.0;-6216860.0;291.132968534532;6.7752464594683;5556657.0;76447388.0;93.2125007684655;7307965.18;8.897716398;68647658.0;83.7022695147983;6202311.85;85.0;18050287.0;82014094.0;12.3163050487395;10220053.96;3613756.0;;24267147.0;114.0;TDBM;2011;E;école normale supérieure;GR30;écoles normales supérieures;0940607Z;École normale supérieure de Cachan;94016;Cachan;A24;Créteil;R11;Île-de-France
1260001S;2015;;;;;;;;;;;;;;;5373006.97;;;;;;;TDBM;;;école française à l'étranger;GR40;écoles françaises à l'étranger;1260001S;École française d'Athènes;;Athènes;A99;Étranger;R99;Étranger
1270009V;2015;217059.0;-754482.0;191.076619720905;5.77382692537928;414749.0;6764512.0;94.1705019726419;1949718.53;26.90334934;4719161.0;65.6966474831762;535321.83;111.0;2087562.0;7183260.0;13.6842742710134;790724.52;262770.0;;2842044.0;151.0;TDBM;;;école française à l'étranger;GR40;écoles françaises à l'étranger;1270009V;École française de Rome;;Rome;A99;Étranger;R99;Étranger
9830445S;2015;2032587.0;-1861857.0;104.168776047471;7.65480646796351;2117321.0;25542699.0;92.3451935320365;4492158.28;17.03919915;20061621.0;72.5293076433061;1532736.52;137.0;9709552.0;27660020.0;15.6564890408611;2933014.05;1345337.0;;11571409.0;163.0;TDBM;2011;B;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;9830445S;Université de la Nouvelle-Calédonie;98818;Nouméa;A40;Nouvelle-Calédonie;R00;Collectivités d'outre-mer
9840349G;2015;;;;;;;;;;;;;;;24569271.2;;;;;;;TDBM;2013;B;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;9840349G;Université de la Polynésie Française;98738;Punaauia;A41;Polynésie Française;R00;Collectivités d'outre-mer
0060931E;2016;10533284.0;-13023803.0;43.5390045497681;2.08270815807649;4586087.0;215612167.0;97.9172918419235;;;184076666.0;83.595879011829;;18.0737267948334;10824765.0;220198254.0;15.9748605454428;;1814385.0;;23848568.0;39.8191094661184;TDBM;2010;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0060931E;Université Nice - Sophia-Antipolis;06088;Nice;A23;Nice;R93;Provence-Alpes-Côte d'Azur
0130221V;2016;233248.0;-835816.0;147.60298051859;7.41846616956106;344281.0;4296584.0;92.5815338304389;;;2420173.0;52.1491790862264;;248.043068633128;2960383.0;4640865.0;56.9901085250271;;9664.0;184714;3796199.0;318.07399552761;TDBM;;C;institut d'études politiques;GR20;instituts d'études politiques;0130221V;Institut d'études politiques d'Aix-en-Provence;13001;Aix-en-Provence;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur
0141408E;2016;6568845.0;-8361373.0;72.2214635906312;2.20615511341002;4744116.0;210295887.0;97.7938453516198;;;178907905.0;83.1974996912435;;20.7407948021351;12115844.0;215040002.0;15.4142186066386;;1749495.0;;20477217.0;35.0544094093481;TDBM;2011;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0141408E;Université de Caen Normandie;14118;Caen;A05;Caen;R28;Normandie
0180974L;2016;1541864.0;-641356.0;33.6220963716644;2.88404322267896;518407.0;17456601.0;97.115956777321;;;14030990.0;78.0583240908711;;105.4400934065;5112849.0;17975008.0;23.5564568316187;;6524.0;;5754205.0;118.666503290073;TDBM;2014;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0180974L;Institut national des sciences appliquées Centre Val de Loire;41018;Blois;A18;Orléans-Tours;R24;Centre-Val de Loire
0250082D;2016;2695756.0;131635.0;33.0556994;16.372061148505;891101.0;4543705.0;83.4807907305319;;;1904135.0;34.9843784879699;;151.690032693584;1914541.0;5442815.0;40.2286133186596;;306375.0;143058;1782906.0;141.260526376602;TDBM;;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0250082D;École nationale supérieure de mécanique et des microtechniques;25056;Besançon;A03;Besançon;R27;Bourgogne-Franche-Comté
0251215K;2016;7377945.0;-1319153.0;35.9601216870009;1.40663943304804;2653118.0;185943781.0;98.5843278303677;;;160109766.0;84.8875588917247;;49.7636115079321;25703428.0;188613936.0;14.1731690493962;;;;27022581.0;52.3175828074616;TDBM;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0251215K;Université de Franche-Comté;25056;Besançon;A03;Besançon;R27;Bourgogne-Franche-Comté
0290346U;2016;14020094.0;-6396183.0;23.633628989934;1.85823051033134;3313457.0;174999028.0;98.1417694896687;;;146411431.0;82.1094669843225;;22.591678623495;10982005.0;178312485.0;20.7086407886694;;791804.0;;17378188.0;35.7496138778554;TDBM;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0290346U;Université de Bretagne Occidentale;29019;Brest;A14;Rennes;R53;Bretagne
0310152X;2016;;;;;;54456675.0;;;;;;;;;;;;;;;;TDBM;2012;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0310152X;Institut national des sciences appliquées de Toulouse;31555;Toulouse;A16;Toulouse;R76;Occitanie
0331766R;2016;4332032.0;-5168126.0;43.3726713006737;2.22510586737707;1878918.0;81173987.0;97.694701559602;;;73100676.0;86.569367623723;;48.6207082769679;11141584.0;84441735.0;11.1652170576552;;430409.0;;16309710.0;71.1738700701754;TDBM;2011;A;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0331766R;Université Bordeaux-Montaigne;33318;Pessac;A04;Bordeaux;R75;Nouvelle-Aquitaine
0341089Z;2016;1579705.0;-9394947.0;180.386844379172;2.76893359083612;2849580.0;88621313.0;97.2310664091639;;;86237605.0;83.7969810560703;;49.1117700650962;13650748.0;102912544.0;14.1267258926181;;2540249.0;;23045695.0;82.9122971012532;TDBM;2012;E;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0341089Z;Université Montpellier 3 - Paul-Valéry;34172;Montpellier;A11;Montpellier;R76;Occitanie
0350095N;2016;2121769.0;1795919.0;;0.816092601171701;460214.0;55932161.0;99.1839073988283;;;43801400.0;77.6725576817788;;98.0938605250743;15240560.0;56392375.0;83.4871948556875;;;;13444641.0;86.5346640191499;TDBM;;;école d'ingénieurs et assimilés;GR50;école d'ingénieurs;0350095N;École des hautes études en santé publique;35238;Rennes;A14;Rennes;R53;Bretagne
0350937D;2016;2583736.0;-3159181.0;64.1748228147148;1.60974751444183;1658108.0;101346120.0;98.3902524855582;;;87965720.0;85.4001061004991;;34.7549703925518;9784115.0;103004228.0;14.3279031225786;;222542.0;889128;12943296.0;45.9769605387952;TDBM;2010;B;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0350937D;Université Rennes 2;35238;Rennes;A14;Rennes;R53;Bretagne
