uai - identifiant;Libellé;sigle;type d'établissement;Secteur d'établissement;Établissements d'enseignement supérieur accrédités à délivrer le doctorat;localisation;Site internet;Géolocalisation;siret;siren;Identifiant wikidata;Elément wikidata;Identifiant ETER;Identifiant ROR;Elément ROR;Identifiant GRID;Elément GRID;Identifiant OrgRef;Identifiant ISNI;Elément ISNI;Identifiant Funding Data;Elément Funding Data;rattachement_identifiants;rattachement;dernier_decret_legifrance;Code commune;Commune;Code unité urbaine;Unité urbaine;Code département;Département;Code académie;Académie;Code région;Région;Ancien code région;Ancienne région;Mention distribution;Adresse;Lieu dit;Boite postale;Code postal;Localité;Pays;Numéro de téléphone;qualification_court;Qualification;compte_facebook;compte_twitter;compte_instagram;compte_flickr;compte_pinterest;flux_rss;compte_linkedin;compte_viadeo;compte_france_culture;compte_scribd;compte_scoopit;compte_tumblr;compte_youtube;compte_vimeo;compte_dailymotion;compte_googleplus;implantations;mooc;Page Wikipédia en français;Page Wikipédia en anglais;English name;Site internet en anglais;Site internet en chinois;Site internet en espagnol;Site internet en allemand;Site internet en italien;Identifiant interne;Anciens codes uai;Identifiant dataESR;article;universités fusionnées;Vague contractuelle
0692459Y;École nationale supérieure des sciences de l'information et des bibliothèques;ENSSIB;Grand établissement;Public;;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon>Villeurbanne;http://www.enssib.fr/;45.7803,4.86229;19692459100015;196924591;Q2791269;https://www.wikidata.org/entity/Q2791269;FR0162;059qr5h87;https://ror.org/059qr5h87;grid.462188.1;https://www.grid.ac/institutes/grid.462188.1;47002437;0000 0001 2294 1061;http://isni.org/isni/0000000122941061;;;;;;69266;Villeurbanne;UU00758;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;17 BOULEVARD DU 11 NOVEMBRE 1918;;;69623;VILLEURBANNE CEDEX;France;0472444343;;;https://www.facebook.com/enssib;https://twitter.com/enssib;;;;http://www.enssib.fr/s-abonner;https://www.linkedin.com/company/enssib;http://www.viadeo.com/fr/company/enssib-ecole-nationale-superieure-des-sciences-de-l-information-et-des-bibliothe;;;;;;https://vimeo.com/enssib;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0692459Y;;https://fr.wikipedia.org/wiki/%C3%89cole_nationale_sup%C3%A9rieure_des_sciences_de_l%27information_et_des_biblioth%C3%A8ques;https://en.wikipedia.org/wiki/Ecole_Nationale_Superieure_des_Sciences_de_l%27information_et_des_Bibliotheques;;;;;;;59da6;;;à l';;Vague A
0912266U;École nationale supérieure d'informatique pour l'industrie et l'entreprise;ENSIIE;École;Public;;Île-de-France>Versailles>Essonne>Paris>Évry;http://www.ensiie.fr/;48.6262,2.43202;13000214000015;130002140;Q3578204;https://www.wikidata.org/entity/Q3578204;FR0251;00tx98v53;https://ror.org/00tx98v53;grid.454350.3;https://www.grid.ac/institutes/grid.454350.3;1523920;0000 0004 0641 3447;http://isni.org/isni/0000000406413447;;;0911975C;Université d'Évry-Val d'Essonne;;91228;Évry;UU00851;Paris;D091;Essonne;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;1 SQUARE DE LA RESISTANCE;;;91025;EVRY CEDEX;France;0169367320;;;https://www.facebook.com/ENSIIE.91.68;https://twitter.com/ensiie;;;;;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0912266U;;https://fr.wikipedia.org/wiki/%C3%89cole_nationale_sup%C3%A9rieure_d%27informatique_pour_l%27industrie_et_l%27entreprise;https://en.wikipedia.org/wiki/%C3%89cole_nationale_sup%C3%A9rieure_d%27informatique_pour_l%27industrie_et_l%27entreprise;;;;;;;WjVHD;;;à l';;Vague E
0942095S;École pour l'informatique et les techniques avancées;EPITA;École;Privé;;;https://www.epita.fr/;48.815598,2.362943;44322022300012;443220223;Q1702850;https://www.wikidata.org/entity/Q1702850;;04r5ddq29;https://ror.org/04r5ddq29;grid.454219.f;https://www.grid.ac/institutes/grid.454219.f;3609534;;;;;;;;94043;Le Kremlin-Bicêtre;UU00851;Paris;D094;Val-de-Marne;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;14 rue Voltaire;;;94276;LE KREMLIN BICETRE CEDEX;France;;;;;;;;;;;;;;;;;;;;;;https://fr.wikipedia.org/wiki/%C3%89cole_pour_l%27informatique_et_les_techniques_avanc%C3%A9es;https://en.wikipedia.org/wiki/%C3%89cole_pour_l%27informatique_et_les_techniques_avanc%C3%A9es;;;;;;;qjZCR;;;à l';;
0941953M;École spéciale de mécanique et d'électricité;ESME Sudria;École;Privé;;;https://www.esme.fr/;48.81413,2.392969;44263925800031;442639258;Q1572655;https://www.wikidata.org/entity/Q1572655;;00nf3nv81;https://ror.org/00nf3nv81;grid.462239.8;https://www.grid.ac/institutes/grid.462239.8;23508702;;;;;;;;94041;Ivry-sur-Seine;UU00851;Paris;D094;Val-de-Marne;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;38 RUE MOLIERE;;;94200;IVRY SUR SEINE;France;;;;;;;;;;;;;;;;;;;;;;https://fr.wikipedia.org/wiki/%C3%89cole_sp%C3%A9ciale_de_m%C3%A9canique_et_d%27%C3%A9lectricit%C3%A9;https://en.wikipedia.org/wiki/ESME-Sudria;;;;;;;NxIiH;;;à l';;
0693623N;École supérieure de chimie physique électronique de Lyon;CPE Lyon;École;Privé;;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon>Villeurbanne;http://www.cpe.fr/;45.78415,4.868928;39189510900026;391895109;Q10178;https://www.wikidata.org/entity/Q10178;FR0166;01cbtr271;https://ror.org/01cbtr271;grid.435458.b;https://www.grid.ac/institutes/grid.435458.b;597739;0000 0000 8866 9008;http://isni.org/isni/0000000088669008;;;;;http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=101410&cbo=1|https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000031056857&categorieLien=id;69266;Villeurbanne;UU00758;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;43 BOULEVARD DU 11 NOVEMBRE 1918;;BP 82077;69616;VILLEURBANNE CEDEX;France;0472431700;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://fr-fr.facebook.com/cpelyon;https://twitter.com/CPELyon;;;;;;;;;;;;;;;;;https://fr.wikipedia.org/wiki/%C3%89cole_sup%C3%A9rieure_de_chimie,_physique,_%C3%A9lectronique_de_Lyon;https://en.wikipedia.org/wiki/%C3%89cole_sup%C3%A9rieure_de_chimie_physique_%C3%A9lectronique_de_Lyon;ECAM Lyon;;;;;;CdULA;;;à l';;
0920672F;École supérieure de fonderie et de forge;ESFF;École;Privé;;Île-de-France>Versailles>Hauts-de-Seine>Paris>Sèvres;http://www.esff.fr/;48.822532,2.224391;77568801300041;775688013;Q3578445;https://www.wikidata.org/entity/Q3578445;;;;;;;;;;;;;;92072;Sèvres;UU00851;Paris;D092;Hauts-de-Seine;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;44 AVENUE DE LA DIVISION LECLERC;;;92310;SEVRES;France;;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://www.facebook.com/esff.france/?ref=hl;https://twitter.com/SupDeuxF;;;;http://www.esff.fr/feed/;https://www.linkedin.com/company-beta/9438525/?pathWildcard=9438525;;;;;;;;;;;;https://fr.wikipedia.org/wiki/%C3%89cole_sup%C3%A9rieure_de_fonderie_et_de_forge;;;;;;;;HjtSP;;;à l';;
0490076S;École supérieure des sciences commerciales d'Angers;ESSCA;École;Privé;;Pays de la Loire>Nantes>Maine-et-Loire>Angers;http://www.essca.fr/;47.4772,-0.600556;78611672300010;786116723;Q3578499;https://www.wikidata.org/entity/Q3578499;;04kkyet53;https://ror.org/04kkyet53;grid.462195.d;https://www.grid.ac/institutes/grid.462195.d;;0000 0001 1541 0780;http://isni.org/isni/0000000115410780;;;;;http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=101410&cbo=1;49007;Angers;UU49701;Angers;D049;Maine-et-Loire;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;1 RUE LAKANAL;;BP 40348;49003;ANGERS CEDEX 01;France;0241734747;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://www.facebook.com/Essca-International-Students-164464980253086/;https://twitter.com/essca_ecole;;;https://www.pinterest.com/essca/;http://www.essca.fr/feed/;https://www.linkedin.com/in/essca-ecole-de-management-67aa3922;http://fr.viadeo.com/fr/profile/ecole-de-management.essca;;;;;https://www.youtube.com/user/ESSCAManagement;;;https://plus.google.com/+essca;;;https://fr.wikipedia.org/wiki/%C3%89cole_sup%C3%A9rieure_des_sciences_commerciales_d%27Angers;https://en.wikipedia.org/wiki/%C3%89cole_sup%C3%A9rieure_des_sciences_commerciales_d%27Angers;ESSCA;http://www.essca.fr/en/;http://www.essca.fr/zh-hans/guanyu-women/;;;;19ezc;;;à l';;
0753560M;École supérieure d'informatique électronique automatique;ESIEA;École;Privé;;Île-de-France>Paris>Paris 5e;https://www.esiea.fr/;48.83788,2.352616;31134913800017;311349138;Q3578402;https://www.wikidata.org/entity/Q3578402;FR0206;00g6cx256;https://ror.org/00g6cx256;grid.448694.3;https://www.grid.ac/institutes/grid.448694.3;40724236;0000 0001 0426 0668;http://isni.org/isni/0000000104260668;;;;;http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=101410&cbo=1;75105;Paris 5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;9 RUE VESALE;;;75005;PARIS;France;0155432323;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://www.facebook.com/esiea;https://twitter.com/GroupeESIEA;;https://www.flickr.com/photos/96365608@N06/;;;https://www.linkedin.com/company/esiea;http://fr.viadeo.com/fr/company/esiea;;;;;https://www.youtube.com/user/ingenieuresiea;;http://www.dailymotion.com/ESIEAofficiel;https://plus.google.com/+esiea/posts;;;https://fr.wikipedia.org/wiki/%C3%89cole_d%27ing%C3%A9nieurs_du_monde_num%C3%A9rique;https://en.wikipedia.org/wiki/ESIEA_(university);;;;;;;4C5vX;;;à l';;
0142182W;École supérieure d'ingénieurs des travaux de la construction de Caen;ESITC;École;Privé;;Normandie>Calvados>Caen>Épron;http://www.esitc-caen.fr/;49.2163,-0.366436;40316268800010;403162688;Q3578414;https://www.wikidata.org/entity/Q3578414;FR0011;04twen471;https://ror.org/04twen471;grid.466410.1;https://www.grid.ac/institutes/grid.466410.1;;;;;;;;http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=101410&cbo=1;14242;Épron;UU14601;Caen;D014;Calvados;A70;Normandie;R28;Normandie;R25;Basse-Normandie;;1 RUE PIERRE ET MARIE CURIE;;;14610;EPRON;France;0231462300;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://www.facebook.com/ESITC-Caen-118805098294698/;https://twitter.com/search?q=esitc%20caen&src=typd&lang=fr;;;;;https://www.linkedin.com/company/esitc-caen;;;;;;;;;;;;https://fr.wikipedia.org/wiki/%C3%89cole_sup%C3%A9rieure_d%27ing%C3%A9nieurs_des_travaux_de_la_construction_de_Caen;;;;;;;;Q6uOU;;;à l';;
0932019P;ESIEE Paris;ESIEE Paris;École;Privé;;Île-de-France>Créteil>Seine-Saint-Denis>Paris>Noisy-le-Grand;https://www.esiee.fr/;48.83999,2.58392;13001727000146;130017270;Q3046118;https://www.wikidata.org/entity/Q3046118;FR0264;04x383a88;https://ror.org/04x383a88;grid.454351.2;https://www.grid.ac/institutes/grid.454351.2;35789234;0000 0004 0373 7614;http://isni.org/isni/0000000403737614;;;;;;93051;Noisy-le-Grand;UU00851;Paris;D093;Seine-Saint-Denis;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;2 boulevard Blaise Pascal;;BP 99;93162;NOISY LE GRAND CEDEX;France;;;;https://www.facebook.com/esieeparis;https://twitter.com/ESIEEPARIS;https://www.instagram.com/esieeparis/;;;;https://www.linkedin.com/edu/school?id=20041&trk=tyah&trkInfo=idx%3A4-1-4%2CtarId%3A1425998561386%2Ctas%3Aesiee+paris;;;;;;https://www.youtube.com/user/ESIEEParis;;;;;;https://fr.wikipedia.org/wiki/ESIEE_Paris;https://en.wikipedia.org/wiki/ESIEE_Paris;;https://www.esiee.fr/en;;;;;mFZJs;;;à l';;
0590348H;Hautes études d'ingénieur;HEI;École;Privé;;Hauts-de-France>Lille>Nord>Lille;http://www.hei.fr/;50.633772,3.045047;78370700300050;783707003;Q3128626;https://www.wikidata.org/entity/Q3128626;FR0120;0185jey51;https://ror.org/0185jey51;grid.462312.0;https://www.grid.ac/institutes/grid.462312.0;29374555;0000 0004 0623 2224;http://isni.org/isni/0000000406232224;;;059YNCRE;Yncréa Hauts-de-France;http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=91459&cbo=1;59350;Lille;UU59702;Lille;D059;Nord;A09;Lille;R32;Hauts-de-France;R31;Nord-Pas-de-Calais;;13 RUE DE TOUL;;;59046;LILLE CEDEX;France;0328384858;;;https://www.facebook.com/hautesetudesingenieur;https://twitter.com/EcoleHEI;;;;;;;;;;http://ecolehei.tumblr.com/;https://www.youtube.com/user/EcoleHEI;;;https://plus.google.com/109493277889524853533;;;https://fr.wikipedia.org/wiki/Hautes_%C3%A9tudes_d%27ing%C3%A9nieur;https://en.wikipedia.org/wiki/Hautes_%C3%A9tudes_d%27ing%C3%A9nieur;;;;;;;Bf1tY;;;à la;;
0542455A;ICN Business School;ICN;École;Privé;;Grand Est>Nancy-Metz>Meurthe-et-Moselle>Nancy;http://www.icn-groupe.fr/fr;48.697024,6.170685;38139568000022;381395680;Q3146547;https://www.wikidata.org/entity/Q3146547;;;;;;;;;;;;;;54395;Nancy;UU54701;Nancy;D054;Meurthe-et-Moselle;A12;Nancy-Metz;R44;Grand Est;R41;Lorraine;;13  RUE MICHEL NEY;;BP 75;54037;NANCY CEDEX;France;0383396450;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://www.facebook.com/ICNBusinessSchool;https://twitter.com/ICNbs;https://www.instagram.com/icnbs/;;;;https://www.linkedin.com/company/icn-business-school;http://fr.viadeo.com/fr/company/icn-business-school;;;;;https://www.youtube.com/user/groupeicn;;;;;;https://fr.wikipedia.org/wiki/ICN_Business_School;;;http://www.icn-groupe.fr/en/;;;;;977ni;;;à l';;
0310155A;Institut catholique de Toulouse;ICT;École;Privé;;Occitanie>Toulouse>Haute-Garonne>Toulouse;http://www.ict-toulouse.fr/fr/index.html;43.595384,1.443015;77694410000010;776944100;Q1479987;https://www.wikidata.org/entity/Q1479987;FR0035;00s4cve39;https://ror.org/00s4cve39;grid.448724.9;https://www.grid.ac/institutes/grid.448724.9;21344153;;;;;;;http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=101410&cbo=1;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;31 RUE DE LA FONDERIE;;;31068;TOULOUSE CEDEX 7;France;0561368100;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://www.facebook.com/la.catho.ict;https://twitter.com/ICT_Toulouse;;;;http://www.ict-toulouse.fr/plugins/web/www/fr/filter/org.ametys.web.new.RSS/rss.xml;https://www.linkedin.com/in/ict-alumni-institut-catholique-de-toulouse-40ab5890?;;;;;;;;;;;;https://fr.wikipedia.org/wiki/Institut_catholique_de_Toulouse;;Catholic University of Toulouse;;;;;;64Dyl;;;à l';;
0330192E;Institut d'études politiques de Bordeaux;IEP de Bordeaux;Autre établissement;Public;;Nouvelle-Aquitaine>Bordeaux>Gironde>Bordeaux>Pessac;http://www.sciencespobordeaux.fr/;44.7986,-0.614511;19330192600039;193301926;Q1252062;https://www.wikidata.org/entity/Q1252062;;01b5nw197;https://ror.org/01b5nw197;grid.435453.0;https://www.grid.ac/institutes/grid.435453.0;1841092;0000 0001 2297 4066;http://isni.org/isni/0000000122974066;;;0333298F;Université de Bordeaux;http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030820446&dateTexte=&categorieLien=id;33318;Pessac;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R75;Nouvelle-Aquitaine;R72;Aquitaine;;11 ALLÉE AUSONE DOM UNIV;;;33607;PESSAC CEDEX;France;0556041772;;;;;;;;http://www.sciencespobordeaux.fr/fr/rssNews.rss;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0330192E;;https://fr.wikipedia.org/wiki/Institut_d%27%C3%A9tudes_politiques_de_Bordeaux;https://en.wikipedia.org/wiki/Institut_d%27%C3%A9tudes_politiques_de_Bordeaux;;;;;;;DOunC;;;à l';;Vague B
0595876S;Institut d'études politiques de Lille;IEP de Lille;Autre établissement;Public;;Hauts-de-France>Lille>Nord>Lille;http://iep.univ-lille2.fr/;50.6225,3.07727;19595876400027;195958764;Q3151958;https://www.wikidata.org/entity/Q3151958;;;;;;;;;;;0593560Z;Université Lille 2 - Droit et Santé;;59350;Lille;UU59702;Lille;D059;Nord;A09;Lille;R32;Hauts-de-France;R31;Nord-Pas-de-Calais;;84 RUE DE TREVISE;;;59000;LILLE;France;0320904840;;;https://fr-fr.facebook.com/sciencespolille;https://twitter.com/ScPoLille;;;;;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0595876S;;https://fr.wikipedia.org/wiki/Sciences_Po_Lille;;;;;;;;F77ic;;;à l';;Vague E
0870997L;Institut d'ingénierie informatique de Limoges;3IL;École;Privé;;Nouvelle-Aquitaine>Limoges>Haute-Vienne>Limoges;https://www.3il-ingenieurs.fr/;45.818817,1.272274;39770462800015;397704628;Q3151931;https://www.wikidata.org/entity/Q3151931;FR0242;;;;;;;;;;;;;87085;Limoges;UU87601;Limoges;D087;Haute-Vienne;A22;Limoges;R75;Nouvelle-Aquitaine;R74;Limousin;;43 RUE DE SAINTE-ANNE;;BP 834;87015;LIMOGES;France;0555316724;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://www.facebook.com/3iLIngenieurs;https://twitter.com/3iL_Ingenieurs;;;;;;;;;;;;;;;;;https://fr.wikipedia.org/wiki/Institut_d%27ing%C3%A9nierie_informatique_de_Limoges;;The Limoges Computer Sciences Engineering School;https://www.3il-ingenieurs.fr/en/;;;;;3F8N1;;;à l';;
0670190T;Institut national des sciences appliquées de Strasbourg;INSA Strasbourg;École;Public;;Grand Est>Strasbourg>Bas-Rhin>Strasbourg;http://www.insa-strasbourg.fr/;48.5817,7.76464;19672767100014;196727671;Q521036;https://www.wikidata.org/entity/Q521036;FR0148;001nta019;https://ror.org/001nta019;grid.435015.6;https://www.grid.ac/institutes/grid.435015.6;;0000 0004 0640 5519;http://isni.org/isni/0000000406405519;;;;;Abrogé;67482;Strasbourg;UU67701;Strasbourg;D067;Bas-Rhin;A15;Strasbourg;R44;Grand Est;R42;Alsace;;24 BOULEVARD DE LA VICTOIRE;;;67084;STRASBOURG CEDEX;France;0388144700;;;https://www.facebook.com/pages/Insa-de-Strasbourg/132470930161050;https://twitter.com/Insa_Strasbourg;;;;;;;;;;;https://www.youtube.com/user/Insa2Strasbourg/feed;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0670190T;;https://fr.wikipedia.org/wiki/Institut_national_des_sciences_appliqu%C3%A9es_de_Strasbourg;https://en.wikipedia.org/wiki/INSA_Strasbourg;;;;;;;ab5z5;;;à l';;Vague C
